chrom,gene_chr_start,gene_chr_end,gene_name,gene_standard_name
5,536300,538279,YER173W,RAD24
5,538434,539168,YER174C,GRX4
5,539464,540363,YER175C,TMT1
5,540650,540814,YER175W-A,YER175W-A
5,541690,545055,YER176W,ECM32
5,545611,546414,YER177W,BMH1
5,546817,548079,YER178W,PDA1
5,548421,549517,YER179W,DMC1
5,549724,550527,YER180C,ISC10
5,550865,551122,YER180C-A,SLO1
5,551473,551796,YER181C,YER181C
5,552525,553259,YER182W,FMP10
5,553334,553969,YER183C,FAU1
5,556296,558680,YER184C,TOG1
5,559454,560365,YER185W,PUG1
5,561705,562625,YER186C,YER186C
5,566230,566655,YER187W,YER187W
6,30058,30540,YFL051C,YFL051C
6,33272,35848,YFL050C,ALR2
6,36803,38674,YFL049W,SWP82
6,38843,40180,YFL048C,EMP47
6,40421,42565,YFL047W,RGD2
6,42815,43438,YFL046W,FMP32
6,43628,44392,YFL045C,SEC53
6,44655,45560,YFL044C,OTU1
6,45720,47744,YFL042C,LAM5
6,48734,48925,YFL041W-A,YFL041W-A
6,49139,51007,YFL041W,FET5
6,51350,52972,YFL040W,YFL040W
6,53260,54696,YFL039C,ACT1
6,55366,55986,YFL038C,YPT1
6,56336,57709,YFL037W,TUB2
6,58782,62837,YFL036W,RPO41
6,63016,63993,YFL034C-B,MOB2
6,64243,64932,YFL034C-A,RPL22B
6,65477,68698,YFL034W,MIL1
6,69115,74427,YFL033C,RIM15
6,74872,75192,YFL032W,HAC1
6,75179,76147,YFL031W,HAC1
6,76831,77988,YFL030W,AGX1
6,78055,79161,YFL029C,CAK1
6,79344,80213,YFL028C,CAF16
6,80419,81912,YFL027C,GYP8
6,82580,83875,YFL026W,STE2
6,84145,87234,YFL025C,BST1
6,87847,90345,YFL024C,EPL1
6,90986,93376,YFL023W,BUD27
6,93499,95010,YFL022C,FRS2
6,95761,96615,YFL021C-A,GAT1
6,95966,97498,YFL021W,GAT1
6,99231,99599,YFL020C,PAU5
6,100252,100605,YFL019C,YFL019C
6,101628,103127,YFL018C,LPD1
6,103699,103932,YFL017W-A,SMX2
6,103983,104462,YFL017C,GNA1
6,104701,106236,YFL016C,MDJ1
6,106415,106732,YFL015W-A,YFL015C
6,106469,106963,YFL015C,YFL015C
6,107256,107585,YFL014W,HSP12
6,107799,108602,YFL013W-A,IES1
6,110647,111093,YFL012W,YFL012W
6,114990,115274,YFL010W-A,AUA1
6,115108,115743,YFL010C,WWM1
6,116145,118484,YFL009W,CDC4
6,119429,123106,YFL008W,SMC1
6,123479,129910,YFL007W,BLM10
6,130334,130981,YFL005W,SEC4
6,131810,134296,YFL004W,VTC2
6,134521,137157,YFL003C,MSH4
6,145114,146934,YFL002C,SPB4
6,147131,148459,YFL001W,DEG1
6,149110,149724,YFR001W,LOC1
6,150016,152535,YFR002W,NIC96
6,152657,153124,YFR003C,YPI1
6,153393,154313,YFR004W,RPN11
6,154527,155873,YFR005C,SAD1
6,156145,157752,YFR006W,YFR006W
6,159299,160360,YFR007W,YFH7
6,160535,161200,YFR008W,FAR7
6,162488,164746,YFR009W,GCN20
6,165067,166566,YFR010W,UBP6
6,166746,167258,YFR011C,MIC19
6,167888,168496,YFR012W,DCV1
6,169224,169310,YFR012W-A,YFR012W-A
6,169922,172285,YFR013W,IOC3
6,172537,173877,YFR014C,CMK1
6,174265,176391,YFR015C,GSY1
6,177042,180743,YFR016C,AIP5
6,182274,182861,YFR017C,IGD1
6,183131,184222,YFR018C,YFR018C
6,184502,191338,YFR019W,FAB1
6,192737,193435,YFR020W,CSS2
6,194812,196314,YFR021W,ATG18
6,196833,199034,YFR022W,ROG3
6,199874,201709,YFR023W,PES4
6,201960,203433,YFR024C-A,LSB3
6,203743,204750,YFR025C,HIS2
6,205748,206257,YFR026C,ULI1
6,207452,208297,YFR027W,ECO1
6,208413,210068,YFR028C,CDC14
6,210937,212973,YFR029W,PTR3
6,213312,216419,YFR030W,MET10
6,216594,220106,YFR031C,SMC2
6,220507,221418,YFR031C-A,RPL2A
6,223258,223771,YFR032C-A,RPL29
6,225020,225958,YFR034C,PHO4
6,226022,226309,YFR034W-A,YFR035C
6,226121,226465,YFR035C,YFR035C
6,226963,227337,YFR036W,CDC26
6,227451,228101,YFR036W-A,RSC8
6,227513,229186,YFR037C,RSC8
6,229380,231941,YFR038W,IRC5
6,232012,233544,YFR039C,OSW7
6,234242,237250,YFR040W,SAP155
6,237368,238255,YFR041C,ERJ5
6,238458,239060,YFR042W,KEG1
6,239114,239827,YFR043C,IRC6
6,239992,241437,YFR044C,DUG1
6,241998,242999,YFR045W,MRX20
6,244279,245166,YFR047C,BNA6
6,246146,248134,YFR048W,RMD8
6,248523,248894,YFR049W,KGD4
6,250163,251803,YFR051C,RET2
6,252505,253329,YFR052W,RPN12
6,253429,253734,YFR052C-A,RPN12
6,253592,255049,YFR053C,HXK1
6,258855,259433,YFR054C,YFR054C
6,263957,264325,YFR056C,IRC7
6,264204,265226,YFR055W,IRC7
6,269061,269516,YFR057W,YFR057W
7,2790,3932,YGL263W,COS12
7,5312,5839,YGL262W,YGL262W
7,9162,9395,YGL258W-A,YGL258W-A
7,11110,11730,YGL258W,VEL1
7,12481,14157,YGL257C,MNT2
7,15159,16307,YGL256W,ADH4
7,20978,22108,YGL255W,ZRT1
7,22304,23203,YGL254W,FZF1
7,23935,25395,YGL253W,HXK2
7,25718,27484,YGL252C,RTG2
7,27921,31636,YGL251C,HFM1
7,31910,32635,YGL250W,RMR1
7,33098,35212,YGL249W,ZIP2
7,35653,36762,YGL248W,PDE1
7,36933,37526,YGL247W,BRR6
7,41498,43174,YGL244W,RTF1
7,43307,44509,YGL243W,TAD1
7,44652,45197,YGL242C,ANK1
7,45445,48459,YGL241W,KAP114
7,49552,52434,YGL238W,CSE1
7,52731,53528,YGL237C,HAP2
7,53787,55796,YGL236C,MTO1
7,55279,55815,YGL235W,YGL235W
7,56482,58890,YGL234W,ADE57
7,59122,61854,YGL233W,SEC15
7,64503,66959,YGL229C,SAP4
7,67598,69331,YGL228W,SHE10
7,69671,72547,YGL227W,VID30
7,72749,73158,YGL226C-A,OST5
7,73340,73711,YGL226W,MTC3
7,76894,77907,YGL225W,VRG4
7,78015,78857,YGL224C,SDT1
7,79112,80365,YGL223C,COG1
7,80659,81186,YGL222C,EDC1
7,81426,82292,YGL221C,NIF3
7,82878,84257,YGL219C,MDM34
7,83650,84300,YGL218W,MDM34
7,84839,85180,YGL217C,KIP3
7,84885,87302,YGL216W,KIP3
7,87981,89339,YGL215W,CLG1
7,90010,90495,YGL214W,SKI8
7,90054,91247,YGL213C,SKI8
7,91432,92382,YGL212W,VAM7
7,92512,93591,YGL211W,NCS6
7,93792,94460,YGL210W,YPT32
7,95858,97006,YGL209W,MIG2
7,97338,98585,YGL208W,SIP2
7,98969,102076,YGL207W,SPT16
7,102543,107504,YGL206C,CHC1
7,108158,110404,YGL205W,POX1
7,111700,112005,YGL204C,YGL204C
7,112475,114664,YGL203C,KEX1
7,116059,117561,YGL202W,ARO8
7,117854,120907,YGL201C,MCM6
7,122694,123305,YGL200C,EMP24
7,123572,124042,YGL199C,YIP4
7,123591,124298,YGL198W,YIP4
7,124698,129161,YGL197W,MDS3
7,129883,131169,YGL196W,DSD1
7,131525,139543,YGL195W,GCN1
7,139719,139961,YGL194C-A,YGL194C-A
7,140368,141726,YGL194C,HOS2
7,141916,142227,YGL193C,YGL193C
7,142246,144048,YGL192W,IME4
7,144808,145197,YGL191W,COX13
7,145809,147389,YGL190C,CDC55
7,148229,148966,YGL189C,RPS26A
7,149704,150525,YGL187C,COX4
7,153167,154306,YGL185C,YGL185C
7,154615,156012,YGL184C,STR3
7,157906,159096,YGL181W,GTS1
7,160065,162758,YGL180W,ATG1
7,163409,165091,YGL179C,TOS3
7,167352,170571,YGL178W,MPT5
7,171415,173079,YGL176C,YGL176C
7,173285,174322,YGL175C,SAE2
7,174545,175345,YGL174W,BUD13
7,175527,180113,YGL173C,XRN1
7,180700,182118,YGL172W,NUP49
7,182390,184084,YGL171W,ROK1
7,184153,185394,YGL170C,SPO74
7,186059,187339,YGL169W,SUA5
7,187464,187796,YGL168W,HUR1
7,187616,190468,YGL167C,PMR1
7,191129,191806,YGL166W,CUP2
7,191978,193300,YGL164C,YRB30
7,193707,196403,YGL163C,RAD54
7,198138,199037,YGL162W,SUT1
7,199210,200142,YGL161C,YIP5
7,200561,202273,YGL160W,AIM14
7,202721,203833,YGL159W,YGL159W
7,207033,208571,YGL158W,RCK1
7,209006,210049,YGL157W,ARI1
7,210416,213667,YGL156W,AMS1
7,214081,215211,YGL155W,CDC43
7,215278,216096,YGL154C,LYS5
7,216273,217298,YGL153W,PEX14
7,216692,217369,YGL152C,PEX14
7,217524,220922,YGL151W,NUT1
7,226399,227529,YGL148W,ARO2
7,227754,228329,YGL147C,RPL9A
7,228751,229686,YGL146C,RRT6
7,230243,232348,YGL145W,TIP20
7,232450,234507,YGL144C,ROG1
7,234717,235958,YGL143C,MRF1
7,236269,238119,YGL142C,GPI10
7,241353,245012,YGL140C,YGL140C
7,245716,248124,YGL139W,FLC3
7,249869,252738,YGL137W,SEC27
7,252897,253859,YGL136C,MRM2
7,255663,256964,YGL134W,PCL10
7,257707,261501,YGL133W,ITC1
7,266145,267524,YGL130W,CEG1
7,270997,272139,YGL126W,SCS3
7,272520,274322,YGL125W,MET13
7,274780,276714,YGL124C,MON1
7,281634,283937,YGL120C,PRP43
7,284442,285947,YGL119W,COQ8
7,288014,288451,YGL118C,YGL118C
7,288512,289309,YGL117W,ARO5
7,289809,291641,YGL116W,CDC20
7,292033,293001,YGL115W,SNF4
7,293460,295637,YGL114W,YGL114W
7,298178,299728,YGL112C,TAF6
7,299978,301369,YGL111W,NSA1
7,301537,303411,YGL110C,CUE3
7,303513,303836,YGL109W,YGL108C
7,303649,304071,YGL108C,YGL108C
7,304333,306273,YGL107C,RMD9
7,306560,307009,YGL106W,MLC1
7,307437,308567,YGL105W,ARC1
7,308713,310173,YGL104C,VPS73
7,310967,311927,YGL103W,RPL28
7,312193,312840,YGL101W,YGK1
7,313234,314283,YGL100W,SEH1
7,314631,316553,YGL099W,LSG1
7,317342,318079,YGL098W,USE1
7,321782,323230,YGL097W,SRM1
7,325331,326161,YGL096W,TOS8
7,328874,330607,YGL095C,VPS45
7,331118,334465,YGL094C,PAN2
7,334886,337639,YGL093W,SPC105
7,337906,341859,YGL092W,NUP145
7,342056,343042,YGL091C,NBP35
7,343319,344584,YGL090W,LIF1
7,344791,345153,YGL089C,MF(ALPHA)2
7,345836,346201,YGL088W,YGL088W
7,347119,349368,YGL086W,MAD1
7,349616,350440,YGL085W,LCL3
7,350616,352298,YGL084C,GUP1
7,353058,355472,YGL083W,SCY1
7,355827,356972,YGL082W,YGL082W
7,357377,358339,YGL081W,YGL081W
7,358636,359028,YGL080W,MPC1
7,359444,360100,YGL079W,KXD1
7,360288,361859,YGL078C,DBP3
7,362225,363916,YGL077C,HNM1
7,364335,365996,YGL076C,RPL7A
7,366925,368088,YGL075C,MPS2
7,368596,368922,YGL074C,HSF1
7,368753,371254,YGL073W,HSF1
7,371003,371362,YGL072C,HSF1
7,372012,374084,YGL071W,AFT1
7,374459,374827,YGL070C,RPB9
7,375050,375514,YGL069C,MNP1
7,376101,377255,YGL067W,NPY1
7,377609,379582,YGL066W,SGF73
7,379760,381271,YGL065C,ALG2
7,381523,383208,YGL064C,MRH4
7,383654,384766,YGL063W,PUS2
7,385196,388732,YGL062W,PYC1
7,388968,389711,YGL061C,DUO1
7,390065,391990,YGL060W,YBP2
7,392223,393698,YGL059W,PKP2
7,393986,394504,YGL058W,RAD6
7,394966,395829,YGL057C,GEP7
7,396035,397618,YGL056C,SDS23
7,398628,400160,YGL055W,OLE1
7,400871,401287,YGL054C,ERV14
7,405776,406597,YGL050W,TYW3
7,406860,409604,YGL049C,TIF4632
7,410069,411286,YGL048C,RPT6
7,411552,412160,YGL047W,ALG13
7,414102,415730,YGL045W,RIM8
7,416146,417036,YGL044C,RNA15
7,417483,418412,YGL043W,DST1
7,418288,418593,YGL042C,YGL041C-B
7,419527,420555,YGL040C,HEM2
7,423961,425007,YGL039W,YGL039W
7,425362,426804,YGL038C,OCH1
7,427297,427947,YGL037C,PNC1
7,428601,431330,YGL036W,VIR1
7,431548,433062,YGL035C,MIG1
7,433214,433579,YGL034C,YGL034C
7,435625,436401,YGL033W,HOP2
7,437467,438397,YGL031C,RPL24A
7,440063,440425,YGL029W,CGR1
7,441281,442909,YGL028C,SCW11
7,443642,446143,YGL027C,CWH41
7,446412,448535,YGL026C,TRP5
7,448764,449957,YGL025C,PGD1
7,450197,452104,YGL023C,PIB2
7,452404,454560,YGL022W,STT3
7,454785,457067,YGL021W,ALK1
7,457163,457870,YGL020C,GET1
7,458156,458992,YGL019W,CKB1
7,459110,459664,YGL018C,JAC1
7,459854,461365,YGL017W,ATE1
7,461666,464911,YGL016W,KAP122
7,465043,465435,YGL015C,BIL2
7,466141,468807,YGL014W,PUF4
7,469092,472298,YGL013C,PDR1
7,472855,474276,YGL012W,ERG4
7,474489,475247,YGL011C,SCL1
7,475545,476069,YGL010W,MPO1
7,476313,478652,YGL009C,LEU1
7,479910,482666,YGL008C,PMA1
7,482941,483027,YGL007C-A,YGL007C-A
7,483260,483637,YGL007W,BRP1
7,485423,485533,YGL006W-A,YGL006W-A
7,485921,489442,YGL006W,PMC1
7,489708,490547,YGL005C,COG7
7,490703,491956,YGL004C,RPN14
7,492474,494174,YGL003C,CDH1
7,494517,495167,YGL002W,ERP6
7,495453,496502,YGL001C,ERG26
7,497133,498034,YGR001C,EFM5
7,498476,499906,YGR002C,SWC4
7,500132,502366,YGR003W,CUL3
7,502938,504326,YGR004W,PEX31
7,504657,505859,YGR005C,TFG2
7,506070,506825,YGR006W,PRP18
7,506969,507940,YGR007W,ECT1
7,508110,508364,YGR008C,STF2
7,509047,511002,YGR009C,SEC9
7,511545,512732,YGR010W,NMA2
7,513159,514340,YGR012W,MCY1
7,514554,516416,YGR013W,SNU71
7,516943,520863,YGR014W,MSB2
7,521090,522076,YGR015C,EAT1
7,522261,522833,YGR016W,YGR016W
7,523787,524680,YGR017W,YGR017W
7,524365,524694,YGR018C,YGR018C
7,525229,526644,YGR019W,UGA1
7,526973,527329,YGR020C,VMA7
7,529257,529586,YGR022C,MTL1
7,529264,530919,YGR023W,MTL1
7,531883,532596,YGR024C,THG1
7,532639,532941,YGR025W,YGR025W
7,532985,533821,YGR026W,YGR026W
7,534132,534785,YGR027C,RPS25A
7,542203,543291,YGR028W,MSP1
7,543553,544205,YGR029W,ERV1
7,545681,546157,YGR030C,POP6
7,546441,547469,YGR031W,IMO32
7,548264,553951,YGR032W,GSC2
7,554248,554967,YGR033C,TIM21
7,555812,556672,YGR034W,RPL26B
7,557072,557422,YGR035C,YGR035C
7,557565,557786,YGR035W-A,YGR035W-A
7,558149,558868,YGR036C,CAX4
7,559731,559994,YGR037C,ACB1
7,560682,561350,YGR038W,ORM1
7,574888,575199,YGR039W,YGR039W
7,575398,576504,YGR040W,KSS1
7,577487,579130,YGR041W,BUD9
7,579476,580291,YGR042W,MTE1
7,582990,583892,YGR044C,RME1
7,584895,586052,YGR046W,TAM41
7,586392,589469,YGR047C,TFC4
7,589826,590911,YGR048W,UFD1
7,591314,591877,YGR049W,SCM4
7,592086,592442,YGR050C,YGR050C
7,592906,593229,YGR051C,YGR050C
7,593596,594705,YGR052W,FMP48
7,594986,595837,YGR053C,MCO32
7,596693,598621,YGR054W,YGR054W
7,599417,601141,YGR055W,MUP1
7,601661,604447,YGR056W,RSC1
7,606136,607143,YGR058W,PEF1
7,607563,609101,YGR059W,SPR3
7,610564,611493,YGR060W,ERG25
7,611889,615965,YGR061C,ADE6
7,616328,617278,YGR062C,COX18
7,617621,617989,YGR064W,SPT4
7,618077,619858,YGR065C,VHT1
7,620921,621799,YGR066C,GID10
7,622372,624786,YGR067C,YGR067C
7,625324,627084,YGR068C,ART5
7,627806,631273,YGR070W,ROM1
7,631481,634063,YGR071C,ENV11
7,634304,635467,YGR072W,UPF3
7,637744,639513,YGR077C,PEX8
7,640720,641832,YGR079W,YGR079W
7,642010,643008,YGR080W,TWF1
7,643148,643780,YGR081C,SLX9
7,644044,644595,YGR082W,TOM20
7,644860,646815,YGR083C,GCD2
7,647123,648142,YGR084C,MRP13
7,648383,648907,YGR085C,RPL11B
7,651290,652981,YGR087C,PDC6
7,654634,656322,YGR088W,CTT1
7,656960,659770,YGR089W,NNF2
7,662358,666071,YGR090W,UTP22
7,668189,669907,YGR092W,DBF2
7,670388,671911,YGR093W,DRN1
7,672186,675500,YGR094W,VAS1
7,675671,676342,YGR095C,RRP46
7,676621,677565,YGR096W,TPC1
7,678695,682135,YGR097W,ASK10
7,682566,687458,YGR098C,ESP1
7,687899,689965,YGR099W,TEL2
7,690245,693097,YGR100W,MDR1
7,697445,698368,YGR104C,SRB5
7,698989,699786,YGR106C,VOA1
7,702667,703116,YGR107W,CLB1
7,703636,705051,YGR108W,CLB1
7,705359,706501,YGR109C,CLB6
7,713709,715046,YGR110W,CLD1
7,718893,719924,YGR113W,DAM1
7,720409,724764,YGR116W,SPT6
7,725049,726479,YGR117C,YGR117C
7,726974,727730,YGR118W,RPS23A
7,728046,729671,YGR119C,NUP57
7,730033,730821,YGR120C,COG2
7,731449,732927,YGR121C,MEP1
7,733935,735143,YGR122W,YGR122W
7,736662,738203,YGR123C,PPT1
7,739944,741662,YGR124W,ASN2
7,742325,745435,YGR125W,VSB1
7,747950,750091,YGR128C,UTP8
7,750400,751047,YGR129W,SYF2
7,751394,753844,YGR130C,YGR130C
7,754726,755250,YGR131W,FHN1
7,765726,766064,YGR139W,TPO2
7,767429,770299,YGR140W,CBF2
7,770569,771972,YGR141W,VPS62
7,772454,773686,YGR142W,BTN2
7,780399,781379,YGR144W,THI4
7,785276,785437,YGR146C-A,YGR146C-A
7,786054,786920,YGR147C,NAT2
7,787312,788178,YGR148C,RPL24B
7,789031,790329,YGR149W,GPC1
7,790459,793053,YGR150C,CCM1
7,794655,794990,YGR151C,RSR1
7,794674,795492,YGR152C,RSR1
7,796092,796745,YGR153W,YGR153W
7,796798,797868,YGR154C,GTO1
7,798543,800066,YGR155W,CYS4
7,800546,801823,YGR156W,PTI1
7,802440,805049,YGR157W,CHO2
7,805269,806021,YGR158C,MTR3
7,806412,807656,YGR159C,NSR1
7,807073,807684,YGR160W,NSR1
7,808629,809420,YGR161C,RTS3
7,810227,810505,YGR161W-C,YGR161W-C
7,824059,826917,YGR162W,TIF4631
7,829116,830153,YGR165W,MRPS35
7,830515,832197,YGR166W,TRS65
7,832456,833157,YGR167W,CLC1
7,833352,834482,YGR168C,PEX35
7,834689,835903,YGR169C,PUS6
7,837142,840558,YGR170W,PSD2
7,840824,842551,YGR171C,MSM1
7,842845,843591,YGR172C,YIP1
7,843854,844960,YGR173W,RBG2
7,845893,846405,YGR174C,CBP4
7,848720,849067,YGR176W,ATF2
7,848829,850436,YGR177C,ATF2
7,851047,853215,YGR178C,PBP1
7,853675,854895,YGR179C,OKP1
7,855264,856301,YGR180C,RNR4
7,858287,858604,YGR181W,TIM13
7,858551,858904,YGR182C,TIM13
7,859063,859476,YGR183C,QCR9
7,859901,865753,YGR184C,UBR1
7,866336,867520,YGR185C,TYS1
7,867774,869981,YGR186W,TFG1
7,870232,871416,YGR187C,HGH1
7,872044,875109,YGR188C,BUB1
7,876669,878192,YGR189C,CRH1
7,880296,880661,YGR190C,HIP1
7,880420,882231,YGR191W,HIP1
7,882812,883810,YGR192C,TDH3
7,884509,885741,YGR193C,PDX1
7,886073,887875,YGR194C,XKS1
7,888882,889622,YGR195W,SKI6
7,889733,892186,YGR196C,FYV8
7,892497,894140,YGR197C,SNG1
7,894693,897146,YGR198W,YPP1
7,897502,899781,YGR199W,PMT6
7,899904,902270,YGR200C,ELP2
7,902520,903197,YGR201C,YGR201C
7,903474,904748,YGR202C,PCT1
7,905237,905683,YGR203W,YCH1
7,905934,908774,YGR204W,ADE3
7,909061,909174,YGR204C-A,YGR204C-A
7,909213,910085,YGR205W,TDA10
7,910432,910737,YGR206W,MVB12
7,910843,911628,YGR207C,CIR1
7,911883,912812,YGR208W,SER2
7,912913,913227,YGR209C,TRX2
7,913503,914738,YGR210C,YGR210C
7,915241,916701,YGR211W,ZPR1
7,917040,918446,YGR212W,SLI1
7,918512,919465,YGR213C,RTA1
7,920575,921788,YGR214W,RPS0A
7,922633,924462,YGR216C,GPI1
7,924696,930815,YGR217W,CCH1
7,932541,935795,YGR218W,CRM1
7,936074,936883,YGR220C,MRPL9
7,937124,938992,YGR221C,TOS2
7,939923,940804,YGR222W,PET54
7,940869,942215,YGR223C,HSV2
7,942806,944647,YGR224W,AZR1
7,945145,947019,YGR225W,AMA1
7,947420,948997,YGR227W,DIE2
7,949052,949225,YGR227C-A,OTO1
7,949365,949709,YGR228W,OTO1
7,949382,950899,YGR229C,SMI1
7,951894,952307,YGR230W,BNS1
7,952548,953480,YGR231C,PHB2
7,953960,954646,YGR232W,NAS6
7,954674,958210,YGR233C,PHO81
7,959904,961103,YGR234W,YHB1
7,961360,962061,YGR235C,MIC26
7,962530,962817,YGR236C,SPG1
7,963298,965655,YGR237C,YGR237C
7,966039,968687,YGR238C,KEL2
7,969187,970053,YGR239C,PEX21
7,970771,973734,YGR240C,PFK1
7,974577,974777,YGR240C-A,YGR240C-A
7,974875,976581,YGR241C,YAP1802
7,976415,976723,YGR242W,YAP1802
7,979765,982068,YGR245C,SDA1
7,982482,984272,YGR246C,BRF1
7,984966,985685,YGR247W,CPD1
7,985972,986739,YGR248W,SOL4
7,988049,989419,YGR249W,MGA1
7,991176,993521,YGR250C,RIE1
7,995639,996229,YGR251W,NOP19
7,996869,998188,YGR252W,GCN5
7,998358,999140,YGR253C,PUP2
7,1000927,1002240,YGR254W,ENO1
7,1002523,1003962,YGR255C,COQ6
7,1004624,1006102,YGR256W,GND2
7,1006205,1007305,YGR257C,MTM1
7,1007671,1010766,YGR258C,RAD2
7,1012481,1012921,YGR259C,TNA1
7,1012485,1014089,YGR260W,TNA1
7,1014321,1016750,YGR261C,APL6
7,1017967,1019241,YGR263C,SAY1
7,1022656,1024761,YGR266W,YGR266W
7,1025004,1025735,YGR267C,FOL2
7,1026057,1026653,YGR268C,HUA1
7,1037800,1038501,YGR271C-A,EFG1
7,1038715,1039239,YGR273C,YGR273C
7,1039895,1043095,YGR274C,TAF1
7,1045644,1046561,YGR277C,CAB4
7,1046731,1048464,YGR278W,CWC22
7,1048798,1049958,YGR279C,SCW4
7,1050910,1051725,YGR280C,PXR1
7,1052824,1057257,YGR281W,YOR1
7,1057783,1058724,YGR282C,BGL2
7,1059015,1060040,YGR283C,UPA1
7,1060658,1061590,YGR284C,ERV29
7,1061852,1063153,YGR285C,ZUO1
7,1063813,1064940,YGR286C,BIO2
7,1067222,1068991,YGR287C,IMA1
7,1070293,1071714,YGR288W,MAL13
7,1073963,1075813,YGR289C,MAL11
7,1075482,1075925,YGR290W,MAL11
8,12502,12849,YHL045W,PXP3
8,13565,14272,YHL044W,DFP4
8,14901,15413,YHL043W,ECM34
8,15667,16119,YHL042W,YHL042W
8,17392,17841,YHL041W,YHL041W
8,19088,20971,YHL040C,ARN1
8,21783,23540,YHL039W,EFM1
8,23617,25509,YHL038C,CBP2
8,25778,26179,YHL037C,YHL037C
8,26241,27881,YHL036W,MUP3
8,27978,32756,YHL035C,VMR1
8,33176,33637,YHL034W-A,SBP1
8,33193,34077,YHL034C,SBP1
8,36379,38508,YHL032C,GUT1
8,38815,39486,YHL031C,GOS1
8,39074,39535,YHL030W-A,GOS1
8,40084,45690,YHL030W,ECM29
8,45929,47968,YHL029C,OCA5
8,48763,50580,YHL028W,WSC4
8,51111,52988,YHL027W,RIM101
8,53219,54166,YHL026C,YHL026C
8,54851,55849,YHL025W,SNF6
8,56649,58790,YHL024W,RIM4
8,59123,62563,YHL023C,NPR3
8,62961,64157,YHL022C,SPO11
8,64462,65859,YHL021C,AIM17
8,66242,67456,YHL020C,OPI1
8,67711,68304,YHL019W-A,APM2
8,67731,69548,YHL019C,APM2
8,69708,70070,YHL018W,MCO14
8,70276,71874,YHL017W,YHL017W
8,72037,74244,YHL016C,DUR3
8,74699,74782,YHL015W-A,YHL015W-A
8,77430,78353,YHL013C,OTU2
8,78936,80417,YHL012W,YHL012W
8,80654,81616,YHL011C,PRS3
8,81964,83721,YHL010C,ETP1
8,84068,85060,YHL009C,YAP3
8,92627,94510,YHL008C,YHL008C
8,95118,97937,YHL007C,STE20
8,98343,98795,YHL006C,SHU1
8,98828,99220,YHL005C,YHL005C
8,99219,100403,YHL004W,MRP4
8,100648,101883,YHL003C,LAG1
8,102587,103075,YHL002C-A,HSE1
8,102612,103970,YHL002W,HSE1
8,104277,105091,YHL001W,RPL14B
8,106055,107368,YHR001W,OSH7
8,107826,108122,YHR001W-A,QCR10
8,108812,109885,YHR002W,LEU5
8,110028,111317,YHR003C,TCD1
8,111754,113094,YHR004C,NEM1
8,113499,114917,YHR005C,GPA1
8,115620,115901,YHR005C-A,TIM10
8,117814,119439,YHR006W,STP2
8,120091,121683,YHR007C,ERG11
8,122550,122765,YHR007C-A,YHR007C-A
8,124109,125680,YHR009C,TDA3
8,126521,127492,YHR010W,RPL27A
8,127780,129120,YHR011W,DIA4
8,129481,130448,YHR012W,VPS29
8,130730,131446,YHR013C,ARD1
8,132047,132922,YHR014W,SPO13
8,134554,136533,YHR015W,MIP6
8,136881,138455,YHR016C,YSC84
8,138694,139851,YHR017W,YSC83
8,140011,141402,YHR018C,ARG4
8,141894,143558,YHR019C,DED81
8,143996,146062,YHR020W,YHR020W
8,149225,149680,YHR021W-A,ECM12
8,149575,150345,YHR022C,YHR022C
8,151217,151306,YHR022C-A,YHR022C-A
8,151666,157452,YHR023W,MYO1
8,157744,159192,YHR024C,MAS2
8,159438,160511,YHR025W,THR1
8,160844,161485,YHR026W,VMA16
8,161730,164711,YHR027C,RPN1
8,164978,167434,YHR028C,DAP2
8,167352,167672,YHR028W-A,YHI9
8,167677,168561,YHR029C,YHI9
8,168890,170344,YHR030C,SLT2
8,170799,172970,YHR031C,RRM3
8,173344,175089,YHR032W,ERC1
8,175195,175374,YHR032W-A,YHR033W
8,175548,176819,YHR033W,YHR033W
8,176965,177999,YHR034C,PIH1
8,178219,180111,YHR035W,NEL1
8,180345,181760,YHR036W,BRL1
8,181977,183704,YHR037W,PUT2
8,184066,184758,YHR038W,RRF1
8,184875,186809,YHR039C,MSC7
8,187173,187679,YHR039C-A,VMA10
8,187924,189024,YHR040W,BCD1
8,189131,189864,YHR041C,SRB2
8,190543,192618,YHR042W,NCP1
8,192805,193545,YHR043C,DOG2
8,194068,194808,YHR044C,DOG1
8,195551,197233,YHR045W,DDE1
8,197398,198285,YHR046C,INM1
8,198740,201310,YHR047C,AAP1
8,204607,206151,YHR048W,YHK8
8,207654,209303,YHR050W,SMF2
8,210848,211978,YHR052W,CIC1
8,218226,218843,YHR057C,CPR2
8,218997,219884,YHR058C,MED6
8,220108,220500,YHR059W,FYV4
8,220725,221270,YHR060W,VMA22
8,221534,222478,YHR061C,GIC1
8,222877,223758,YHR062C,RPP1
8,224030,225169,YHR063C,PAN5
8,225442,225777,YHR063W-A,SSZ1
8,225525,227141,YHR064C,SSZ1
8,227532,229037,YHR065C,RRP3
8,229335,230696,YHR066W,SSF1
8,233579,234658,YHR069C,RRP4
8,237004,237693,YHR071W,PCL5
8,238910,239230,YHR071C-A,ERG7
8,239098,241293,YHR072W,ERG7
8,241664,241840,YHR072W-A,NOP10
8,242582,245572,YHR073W,OSH3
8,246193,248337,YHR074W,QNS1
